age,education,hours-per-week,income,workclass_Public,workclass_Self-emp,marital-status_Single,race_Asian,race_Black,race_Hispanic,race_White,sex_Male
33,9,60,>50K,False,False,True,False,False,False,True,True
33,9,60,<=50K,True,False,False,False,False,False,True,False
37,13,40,<=50K,False,False,True,False,True,False,False,False
19,7,60,<=50K,False,False,True,False,False,False,True,True
24,13,50,<=50K,False,False,True,False,False,False,True,True
30,7,45,<=50K,False,False,False,False,False,False,True,True
57,9,50,<=50K,True,False,True,False,False,False,True,False
22,10,20,<=50K,True,False,True,False,False,False,True,False
57,9,40,>50K,False,False,False,False,True,False,False,True
46,9,40,<=50K,True,False,False,False,False,False,True,True
67,9,35,<=50K,False,False,False,False,False,False,True,True
47,9,40,<=50K,False,False,True,False,False,False,True,True
39,6,40,<=50K,False,False,False,False,False,False,True,True
50,10,40,<=50K,False,False,True,True,False,False,False,True
58,8,52,<=50K,False,True,True,False,False,False,True,False
36,12,30,>50K,False,False,False,False,False,False,True,False
45,14,36,>50K,False,False,False,False,False,False,True,True
54,9,40,>50K,False,False,False,False,False,False,True,True
26,13,30,<=50K,False,False,True,False,False,False,True,True
60,9,40,>50K,False,False,False,False,False,False,True,True
46,15,60,>50K,False,False,False,False,False,False,True,True
26,10,35,<=50K,False,False,False,False,False,False,True,False
32,7,40,<=50K,False,False,True,False,False,False,True,True
38,9,40,<=50K,True,False,False,False,False,False,True,True
48,10,70,>50K,False,True,False,False,False,False,True,True
44,9,45,>50K,False,True,False,False,False,False,True,True
37,9,40,<=50K,False,False,True,True,False,False,False,False
44,10,40,<=50K,False,False,False,False,False,False,True,True
31,9,35,<=50K,False,False,True,False,False,True,False,False
61,15,35,>50K,False,True,False,False,False,False,True,True
51,9,40,<=50K,False,False,False,False,False,False,True,True
52,13,60,>50K,False,False,False,False,False,False,True,False
45,9,40,<=50K,False,False,False,False,False,False,True,False
39,7,70,<=50K,False,False,False,False,False,False,True,True
67,9,24,<=50K,True,False,True,False,False,False,True,False
40,12,40,>50K,True,False,False,False,False,False,True,True
27,3,35,<=50K,False,False,True,False,False,False,True,True
37,2,40,<=50K,False,False,False,False,False,False,True,True
57,10,50,>50K,False,False,False,False,False,False,True,True
27,6,40,<=50K,False,False,True,False,False,False,True,False
38,9,48,<=50K,False,False,True,False,False,False,True,False
34,13,60,>50K,False,True,False,False,False,False,True,True
54,9,50,>50K,False,False,False,False,False,False,True,True
52,9,38,<=50K,False,False,True,False,True,False,False,False
42,13,45,>50K,False,False,False,False,False,False,True,True
48,14,40,>50K,False,False,False,False,False,False,True,True
65,14,35,>50K,True,False,False,False,False,False,True,True
55,15,10,<=50K,False,True,False,False,False,False,True,False
71,9,20,>50K,False,True,False,False,False,False,True,False
33,10,40,<=50K,False,False,False,False,True,False,False,True
30,9,40,<=50K,False,False,False,False,False,False,True,True
35,13,55,>50K,False,False,False,False,False,False,True,True
59,6,40,<=50K,False,False,True,False,True,False,False,False
19,10,20,<=50K,False,False,True,False,False,False,True,True
38,5,30,<=50K,False,True,False,False,False,False,True,True
26,9,40,<=50K,False,True,True,False,False,False,True,True
34,9,40,<=50K,True,False,False,False,False,False,True,True
41,9,40,>50K,False,False,False,False,True,False,False,True
44,13,50,>50K,False,False,False,False,False,False,True,True
47,9,48,<=50K,False,False,False,False,False,False,True,True
18,10,16,<=50K,False,False,True,False,False,False,True,True
55,6,18,<=50K,False,True,False,False,False,False,True,True
49,9,40,<=50K,True,False,False,False,False,False,True,True
44,13,40,>50K,False,False,False,False,False,False,True,True
43,13,40,<=50K,False,False,True,False,False,False,True,True
62,4,40,<=50K,False,False,False,False,False,False,True,True
44,9,40,<=50K,False,False,False,False,True,False,False,True
50,10,60,>50K,False,True,False,False,False,False,True,True
35,7,45,<=50K,False,False,True,False,False,False,True,True
52,9,40,<=50K,False,False,False,False,False,False,True,True
46,15,60,>50K,False,False,False,False,False,False,True,True
44,12,40,>50K,False,False,False,False,False,False,True,True
43,10,50,<=50K,False,False,True,False,False,False,True,True
51,4,40,<=50K,False,False,False,False,False,False,True,True
20,10,20,<=50K,False,False,True,False,False,False,True,True
47,12,40,>50K,False,False,False,False,False,False,True,False
43,14,50,<=50K,False,False,True,False,False,False,True,True
24,10,40,<=50K,False,False,True,False,False,False,True,True
27,10,50,<=50K,True,False,False,False,False,False,True,True
32,9,40,<=50K,False,False,False,False,False,False,True,True
37,9,12,<=50K,False,False,True,False,False,False,True,False
26,9,60,<=50K,False,False,False,False,False,False,True,True
43,13,60,>50K,False,False,False,False,False,False,True,True
50,9,40,<=50K,False,False,False,False,False,False,True,False
20,9,80,<=50K,False,True,True,False,False,False,True,True
37,9,45,>50K,False,False,False,False,False,False,True,True
43,9,45,<=50K,False,False,True,False,True,False,False,False
37,9,50,>50K,False,False,False,False,False,False,True,True
53,5,36,<=50K,False,False,True,False,False,False,True,False
44,16,40,>50K,False,False,False,False,False,False,True,True
25,9,40,<=50K,False,False,True,False,False,False,True,False
17,7,20,<=50K,False,False,True,False,False,False,True,False
19,9,50,<=50K,False,False,True,False,False,False,True,True
53,9,40,>50K,True,False,False,False,False,False,True,False
44,10,50,<=50K,False,False,False,False,False,False,True,True
51,9,40,>50K,False,False,False,False,True,False,False,True
49,9,43,<=50K,False,False,False,False,False,False,True,False
35,10,40,<=50K,False,False,False,False,False,False,True,True
44,9,45,<=50K,False,False,True,False,False,False,True,True
54,14,60,<=50K,False,False,False,False,False,False,True,True
37,10,35,<=50K,False,False,True,False,True,False,False,False
18,10,15,<=50K,False,False,True,False,False,False,True,False
24,10,40,<=50K,False,False,False,False,False,False,True,True
29,9,50,<=50K,False,False,True,False,False,False,True,False
35,9,40,<=50K,False,False,True,False,False,False,True,True
56,9,48,>50K,False,False,False,False,False,False,True,True
24,13,45,<=50K,False,False,True,True,False,False,False,True
43,14,40,>50K,False,False,False,False,False,False,True,True
73,9,15,<=50K,False,False,False,False,False,False,True,False
47,10,40,<=50K,True,False,False,False,False,False,True,True
49,8,39,<=50K,False,False,False,False,False,False,True,True
38,13,40,>50K,False,False,False,False,False,False,True,True
31,9,40,<=50K,False,False,False,False,True,False,False,True
39,10,40,<=50K,False,False,True,False,False,False,False,False
42,13,40,<=50K,False,False,True,False,False,False,True,False
41,14,45,>50K,False,False,False,True,False,False,False,True
35,13,45,>50K,False,False,False,False,False,False,True,True
38,9,45,<=50K,False,False,False,False,False,False,True,True
31,9,40,<=50K,False,False,True,False,False,False,True,False
51,9,70,<=50K,True,False,False,False,False,False,True,True
38,13,48,>50K,False,False,True,False,False,False,True,True
40,10,42,>50K,True,False,False,False,False,False,True,True
21,9,30,<=50K,False,False,True,False,False,False,True,False
44,10,40,<=50K,False,False,True,False,False,False,True,True
55,9,40,>50K,False,False,False,False,False,False,True,True
29,9,45,<=50K,False,False,True,False,False,False,True,True
49,14,50,>50K,False,False,False,False,False,False,True,False
31,11,42,<=50K,False,False,False,False,False,False,True,True
24,14,90,<=50K,False,False,True,False,False,False,True,True
46,10,40,<=50K,False,False,True,False,True,False,False,True
26,9,40,<=50K,False,False,True,False,True,False,False,True
35,13,38,<=50K,False,False,True,False,False,False,True,True
27,11,50,<=50K,False,False,True,False,False,False,True,True
64,13,35,>50K,False,True,False,False,False,False,True,True
26,13,40,<=50K,False,False,True,False,False,False,True,True
21,9,16,<=50K,False,False,True,False,False,False,True,False
45,13,45,>50K,False,False,True,False,False,False,True,True
57,9,72,<=50K,True,False,False,False,False,False,True,True
30,13,40,>50K,False,False,False,False,False,False,True,True
45,7,32,<=50K,False,False,False,False,False,False,True,False
50,4,30,<=50K,False,False,True,False,False,False,True,False
38,13,40,<=50K,False,False,True,False,False,False,True,False
43,10,60,<=50K,False,True,False,False,False,False,True,True
42,10,55,<=50K,False,False,False,False,False,False,True,False
32,13,40,<=50K,False,False,True,False,False,False,True,True
20,9,40,<=50K,False,False,True,False,False,False,True,False
27,9,35,<=50K,False,False,True,False,False,False,True,False
45,7,40,<=50K,False,False,False,False,False,False,True,False
40,9,40,<=50K,False,False,True,False,False,False,True,False
38,9,60,<=50K,False,False,True,False,False,False,True,True
37,9,40,<=50K,False,False,True,False,False,False,True,False
60,6,40,<=50K,False,False,True,False,False,False,True,False
53,9,45,>50K,False,True,False,False,True,False,False,True
25,13,40,<=50K,False,False,False,False,False,False,True,False
47,13,60,<=50K,False,True,True,True,False,False,False,True
40,9,70,<=50K,False,True,True,False,False,False,True,True
19,10,10,<=50K,False,False,True,False,False,False,True,False
42,10,50,>50K,False,False,False,False,False,False,True,False
41,13,40,<=50K,False,False,True,False,False,False,True,False
28,6,45,<=50K,False,False,True,False,True,False,False,True
46,14,50,>50K,False,False,True,False,False,False,True,False
49,13,20,>50K,False,False,False,False,False,False,True,False
24,9,40,<=50K,False,False,True,False,True,False,False,True
32,7,40,<=50K,False,False,False,False,False,False,True,True
71,9,20,<=50K,False,False,False,False,False,False,True,True
26,10,40,>50K,False,False,False,False,False,False,True,True
29,9,40,<=50K,False,False,False,False,False,False,True,True
50,10,50,>50K,False,False,False,False,False,False,True,True
51,11,50,>50K,False,False,False,False,False,False,True,True
49,9,40,>50K,False,False,False,False,True,False,False,False
31,6,40,<=50K,False,False,False,False,False,False,True,True
23,7,40,<=50K,False,False,False,False,False,False,True,True
59,9,40,<=50K,True,False,False,False,False,False,True,True
43,10,40,>50K,False,False,False,False,False,False,True,True
38,13,40,>50K,False,False,False,False,False,False,True,True
37,9,40,<=50K,False,False,False,False,False,False,True,True
29,6,40,<=50K,False,False,True,False,False,False,True,True
39,13,50,>50K,False,False,False,False,False,False,True,True
31,12,38,<=50K,False,False,True,False,False,False,True,True
42,13,45,>50K,True,False,False,False,False,False,True,False
35,14,35,>50K,True,False,False,False,False,False,True,False
39,14,40,>50K,False,False,False,True,False,False,False,True
40,12,40,<=50K,False,False,True,False,False,False,True,False
66,3,40,<=50K,False,False,False,False,False,False,True,False
30,5,40,<=50K,True,False,False,False,False,False,True,True
43,12,40,<=50K,False,False,True,False,False,False,True,True
47,5,50,<=50K,False,False,True,False,False,False,True,False
45,14,40,<=50K,False,False,True,True,False,False,False,False
31,10,40,<=50K,False,False,False,False,True,False,False,True
33,9,40,>50K,False,False,False,False,False,False,True,True
32,13,40,<=50K,False,False,True,False,False,False,True,True
28,12,40,<=50K,False,False,False,False,True,False,False,True
50,9,40,>50K,True,False,False,False,False,False,True,True
63,4,40,<=50K,False,False,True,False,False,False,True,False
28,13,40,<=50K,False,False,False,False,False,False,True,True
38,10,40,<=50K,False,False,False,False,True,False,False,False
52,9,38,<=50K,False,False,True,False,False,False,True,False
38,15,40,>50K,False,True,False,True,False,False,False,True
41,9,40,<=50K,False,False,True,False,False,False,True,True
50,14,38,<=50K,True,False,True,False,False,False,True,True
59,7,40,<=50K,False,False,False,False,False,False,True,True
32,9,49,<=50K,False,False,False,False,False,False,True,True
73,4,10,<=50K,True,False,False,False,False,False,True,True
52,9,38,<=50K,False,True,True,False,False,False,True,True
57,9,60,<=50K,False,False,False,False,False,False,True,True
35,11,50,>50K,False,False,False,False,False,False,True,True
51,13,56,>50K,False,False,False,False,False,False,True,True
22,7,35,<=50K,False,False,False,False,True,False,False,False
49,9,40,>50K,False,False,False,False,False,False,True,True
22,9,40,<=50K,False,False,True,False,True,False,False,True
46,9,40,<=50K,True,False,False,False,False,False,True,True
48,9,40,<=50K,False,False,True,False,False,False,True,False
52,9,40,<=50K,False,False,False,False,False,False,True,True
43,13,50,>50K,True,False,False,False,False,False,True,True
25,4,40,<=50K,False,False,False,False,False,False,True,True
31,4,40,<=50K,False,False,True,False,False,False,True,True
19,10,36,<=50K,False,False,True,False,False,False,True,True
51,9,84,>50K,False,False,False,False,False,False,True,True
51,13,40,>50K,False,False,True,False,False,False,True,True
22,9,40,>50K,False,True,True,False,False,False,True,False
37,9,35,<=50K,True,False,True,False,True,False,False,False
19,10,30,<=50K,False,False,True,False,False,False,True,False
45,9,55,<=50K,False,False,True,False,False,False,True,False
21,10,10,<=50K,True,False,True,False,False,False,True,True
52,9,40,<=50K,False,False,False,False,False,False,True,False
46,10,24,<=50K,True,False,False,False,False,False,True,True
42,14,38,<=50K,True,False,True,False,False,False,True,False
56,9,40,<=50K,False,False,True,False,False,False,True,True
23,9,40,<=50K,False,False,True,False,False,False,True,False
58,14,40,<=50K,False,False,False,False,False,False,True,True
70,9,30,<=50K,False,False,False,False,False,False,True,True
30,10,40,<=50K,False,False,True,False,False,False,True,True
45,13,40,<=50K,False,False,False,True,False,False,False,True
23,10,44,<=50K,False,False,True,False,False,False,True,True
38,10,40,<=50K,True,False,False,False,False,False,True,True
38,13,40,<=50K,False,False,False,False,False,False,True,False
38,11,40,<=50K,False,False,False,False,False,False,True,True
53,4,40,<=50K,False,False,True,False,False,False,False,True
45,9,40,<=50K,True,False,True,False,True,False,False,True
21,10,40,<=50K,False,False,True,False,False,False,True,False
34,13,40,<=50K,False,False,True,False,False,False,True,False
38,9,45,>50K,False,True,False,False,False,False,True,True
21,9,40,<=50K,False,False,False,False,False,False,True,True
23,5,36,<=50K,False,False,True,False,True,False,False,True
28,13,50,<=50K,False,False,True,False,False,False,True,True
29,9,45,<=50K,False,True,True,False,True,False,False,True
25,13,40,<=50K,True,False,True,False,False,False,True,False
44,14,60,<=50K,True,False,True,False,False,False,True,False
18,9,8,<=50K,False,False,True,False,False,False,True,False
26,9,24,<=50K,False,False,True,False,False,False,True,True
47,12,35,>50K,True,False,False,False,False,False,True,False
23,9,40,<=50K,False,False,True,False,False,False,True,True
46,10,40,<=50K,False,False,False,False,False,False,True,True
61,13,50,>50K,True,False,False,False,False,False,True,True
25,9,40,<=50K,False,False,True,False,False,False,True,True
38,9,54,>50K,True,False,False,True,False,False,False,True
23,10,20,<=50K,False,False,True,False,False,False,True,True
36,9,48,<=50K,True,False,True,False,False,False,True,False
46,5,25,<=50K,False,False,True,False,False,False,True,True
32,13,45,>50K,False,True,False,False,False,False,True,True
40,6,40,<=50K,False,False,False,False,False,False,True,True
31,9,40,<=50K,False,False,True,False,True,False,False,True
31,10,65,>50K,False,False,False,False,False,False,True,True
32,13,37,<=50K,True,False,True,False,False,False,True,True
21,10,10,<=50K,False,False,True,False,False,False,True,True
63,10,40,>50K,False,False,False,False,True,False,False,True
44,10,45,>50K,False,False,True,False,False,False,True,True
42,13,60,<=50K,False,True,False,False,False,False,True,True
30,10,45,<=50K,False,False,True,False,False,False,True,False
24,9,40,<=50K,False,False,True,False,False,False,True,True
42,13,40,>50K,False,False,False,False,False,False,True,True
44,9,40,>50K,False,True,False,False,False,False,True,False
27,13,48,<=50K,True,False,True,False,True,False,False,True
27,10,40,<=50K,True,False,True,False,False,False,True,True
22,9,45,<=50K,False,False,True,False,False,False,True,False
68,9,40,<=50K,False,False,True,False,False,False,True,False
55,10,99,>50K,False,True,False,False,False,False,True,True
22,9,40,<=50K,False,True,True,False,False,False,True,True
25,10,15,<=50K,False,False,False,False,False,False,True,False
68,9,45,<=50K,False,True,False,False,False,False,True,True
62,10,16,<=50K,False,False,False,False,False,False,True,False
26,9,40,<=50K,False,False,True,False,False,False,True,True
34,14,55,>50K,False,False,False,False,False,False,True,True
68,10,40,<=50K,False,False,False,False,False,False,True,True
42,13,45,>50K,True,False,True,False,False,False,True,True
45,13,55,<=50K,False,False,False,False,False,False,True,True
26,7,40,<=50K,False,False,True,False,False,False,True,True
25,9,45,<=50K,False,False,False,False,False,False,True,True
23,13,50,<=50K,False,False,True,False,False,False,True,True
29,10,40,<=50K,False,False,True,False,False,True,False,True
31,9,50,<=50K,False,False,True,False,False,False,True,True
26,9,40,<=50K,False,False,True,False,False,False,True,False
39,10,50,>50K,False,False,False,False,False,False,True,True
44,9,40,>50K,False,False,False,False,False,False,True,True
45,14,45,<=50K,True,False,True,False,False,False,True,False
26,14,50,<=50K,False,True,True,False,False,False,True,False
26,6,35,<=50K,False,False,False,False,False,False,True,True
36,5,50,<=50K,False,False,False,False,False,False,True,True
38,7,45,<=50K,False,False,False,False,False,False,True,True
39,9,48,<=50K,False,False,True,False,False,False,True,True
52,15,40,<=50K,False,True,False,False,False,False,True,True
39,2,45,<=50K,False,False,False,False,False,False,True,True
41,10,40,<=50K,False,True,True,False,False,False,True,True
42,14,60,>50K,True,False,False,False,False,False,True,True
47,13,70,<=50K,False,False,False,False,False,False,True,True
28,11,46,<=50K,True,False,False,False,True,False,False,True
25,13,35,<=50K,True,False,True,False,False,False,True,True
35,13,40,<=50K,False,False,True,False,False,False,True,False
32,9,40,<=50K,False,False,True,False,False,False,True,False
38,14,40,>50K,False,False,False,False,True,False,False,True
44,10,18,>50K,False,False,False,False,False,False,True,True
27,13,40,<=50K,False,False,True,False,False,False,True,False
30,13,55,>50K,False,False,True,False,False,False,True,True
30,13,48,<=50K,False,False,True,False,False,False,True,True
45,9,45,<=50K,False,False,False,False,False,False,True,True
20,9,40,<=50K,False,False,True,False,False,False,True,True
57,14,80,<=50K,False,False,True,False,False,False,True,True
43,10,48,<=50K,False,False,True,False,False,False,True,True
28,4,48,<=50K,False,False,False,True,False,False,False,False
25,9,48,>50K,False,False,False,False,False,False,True,False
25,9,40,<=50K,False,False,False,False,False,False,True,True
90,13,45,<=50K,False,False,False,False,False,False,True,True
38,13,40,<=50K,True,False,True,False,True,False,False,True
35,13,40,<=50K,False,False,False,False,False,False,True,False
50,13,40,>50K,True,False,False,False,False,False,True,True
26,9,40,<=50K,True,False,True,False,False,False,True,False
39,10,45,<=50K,False,False,False,False,False,False,True,True
56,6,40,<=50K,False,False,False,False,False,False,True,True
24,9,40,<=50K,True,False,True,False,True,False,False,False
46,9,40,>50K,False,False,False,False,False,False,True,False
18,7,25,<=50K,True,False,True,False,False,False,True,False
37,14,60,>50K,False,False,False,False,False,False,True,True
57,14,40,<=50K,False,False,True,False,False,False,True,False
43,9,40,<=50K,True,False,True,False,True,False,False,False
29,13,25,<=50K,True,False,False,False,False,False,True,True
40,14,40,>50K,False,False,False,False,False,False,True,True
44,13,40,<=50K,False,True,False,False,False,False,True,True
77,9,6,<=50K,True,False,False,False,False,False,True,True
30,13,40,<=50K,False,False,True,False,True,False,False,True
21,9,40,<=50K,False,False,False,False,False,False,True,True
66,6,40,<=50K,False,False,False,False,False,False,True,True
40,7,35,<=50K,False,False,True,False,False,False,True,True
68,9,40,<=50K,False,False,False,False,False,False,True,True
64,9,38,<=50K,False,False,False,False,False,False,True,False
26,13,50,<=50K,False,False,True,False,False,False,True,False
32,10,40,>50K,False,False,False,False,False,False,True,True
32,9,38,<=50K,False,False,True,False,False,False,True,True
51,14,40,>50K,True,False,False,False,False,False,True,True
50,14,45,>50K,False,False,False,False,False,False,True,True
49,13,50,>50K,False,False,False,False,False,False,True,True
28,13,20,<=50K,False,False,True,False,False,False,True,True
29,9,36,<=50K,False,False,True,False,False,False,True,False
21,10,30,<=50K,False,False,True,False,False,False,True,True
28,9,40,<=50K,False,False,True,False,True,False,False,False
55,6,40,<=50K,False,False,False,False,False,False,True,True
45,9,50,>50K,False,True,False,True,False,False,False,True
35,10,40,<=50K,False,False,True,False,False,False,True,True
26,14,40,>50K,False,False,True,False,False,False,True,True
30,9,55,<=50K,False,False,False,False,False,False,True,True
33,9,20,<=50K,False,False,False,False,False,False,True,True
40,13,40,>50K,False,False,False,True,False,False,False,True
23,13,40,<=50K,False,False,True,False,False,False,True,True
35,10,40,<=50K,False,False,True,False,False,False,True,False
48,7,50,>50K,False,True,False,False,False,False,True,True
39,6,40,<=50K,True,False,True,False,True,False,False,True
53,15,50,<=50K,True,False,True,False,False,False,True,False
49,9,40,>50K,True,False,False,False,False,False,True,True
31,13,40,<=50K,False,False,True,False,True,False,False,False
36,9,40,>50K,False,False,False,False,False,False,True,True
60,10,50,>50K,False,True,False,False,False,False,True,True
29,9,48,<=50K,False,False,True,False,False,False,True,True
54,10,45,>50K,False,True,False,False,False,False,True,True
34,9,50,<=50K,False,False,False,False,False,False,True,True
30,10,35,<=50K,False,False,True,False,True,False,False,False
19,9,45,<=50K,False,False,True,False,False,False,True,False
26,9,40,<=50K,False,False,True,False,False,False,True,True
47,10,70,>50K,False,False,True,False,False,False,True,True
50,9,38,<=50K,False,False,True,False,False,False,True,True
30,13,45,>50K,False,False,True,False,False,False,True,False
44,10,50,<=50K,False,False,True,False,False,False,True,True
49,9,60,>50K,False,False,False,False,False,False,True,True
75,14,50,<=50K,False,True,False,False,False,False,True,False
37,13,55,>50K,False,False,False,False,False,False,True,True
51,9,38,<=50K,True,False,True,False,False,False,True,True
35,9,35,<=50K,False,False,True,False,False,False,True,True
28,10,40,<=50K,False,False,True,False,False,False,True,False
66,9,40,<=50K,False,True,False,False,False,False,True,True
72,5,48,>50K,False,False,False,True,False,False,False,False
39,13,50,<=50K,False,False,True,False,False,False,True,True
27,9,30,<=50K,False,False,True,False,True,False,False,True
57,10,40,<=50K,False,False,True,False,True,False,False,False
24,4,38,<=50K,False,False,False,False,False,False,True,True
28,9,70,<=50K,False,False,True,False,False,False,True,True
23,10,50,<=50K,False,False,False,False,False,False,True,False
31,13,40,<=50K,False,False,True,False,False,False,True,False
23,10,20,<=50K,False,False,True,False,False,False,True,False
31,10,40,<=50K,False,False,True,False,False,False,True,False
27,13,40,<=50K,True,False,True,False,False,False,True,False
30,13,45,<=50K,False,False,False,False,False,False,True,True
31,15,80,<=50K,False,False,True,False,False,False,True,False
34,14,60,<=50K,False,False,True,False,False,False,True,True
38,9,40,<=50K,True,False,True,False,False,False,True,True
39,14,40,>50K,False,False,False,False,False,False,True,True
23,7,40,<=50K,False,False,True,False,False,False,True,True
24,12,40,<=50K,True,False,False,False,False,False,True,False
36,16,40,<=50K,False,False,True,False,False,False,True,True
32,10,40,<=50K,False,False,True,False,False,False,True,True
35,12,40,<=50K,False,False,True,False,False,False,True,False
36,13,40,<=50K,False,False,False,False,False,False,True,True
47,11,40,>50K,False,False,False,False,False,False,True,True
35,9,40,<=50K,False,False,True,False,False,False,True,True
44,10,40,<=50K,True,False,False,False,False,False,True,True
32,14,50,<=50K,True,False,False,False,False,False,True,True
32,12,40,>50K,False,False,False,False,False,False,True,False
63,10,10,>50K,False,True,False,False,False,False,True,False
34,11,40,<=50K,False,False,False,False,False,False,True,True
47,9,40,<=50K,False,False,False,False,True,False,False,True
27,7,35,<=50K,False,False,False,False,True,False,False,True
23,9,42,<=50K,False,False,True,False,False,False,True,False
50,6,38,<=50K,False,False,False,False,False,False,True,True
49,10,40,<=50K,True,False,False,False,False,False,True,True
38,10,40,>50K,False,False,False,False,False,False,True,True
23,13,40,<=50K,False,False,True,False,False,False,True,True
61,4,38,<=50K,False,False,False,False,True,False,False,False
41,10,16,<=50K,False,False,False,False,False,False,True,True
38,13,60,>50K,False,True,False,False,False,False,True,True
53,13,70,<=50K,False,False,True,False,False,False,True,True
17,6,10,<=50K,False,True,True,False,False,False,True,True
53,10,40,<=50K,False,False,True,False,False,False,True,True
28,9,42,>50K,False,False,False,False,False,False,True,True
24,13,40,<=50K,False,False,False,False,False,False,True,False
22,10,20,<=50K,False,False,True,False,False,False,True,False
53,13,50,>50K,False,False,False,False,False,False,True,True
18,7,20,<=50K,False,False,True,False,True,False,False,True
24,10,50,<=50K,False,False,True,False,False,False,True,True
20,9,40,<=50K,False,False,True,False,False,False,True,False
38,4,40,<=50K,True,False,False,False,False,False,True,True
37,11,40,>50K,True,False,True,False,False,False,True,True
34,9,40,<=50K,False,False,False,False,False,False,True,True
19,9,30,<=50K,False,False,True,False,False,False,True,True
20,8,40,<=50K,False,False,True,False,False,False,True,False
47,9,40,<=50K,False,False,True,True,False,False,False,False
22,13,40,<=50K,False,False,True,False,False,False,True,False
42,14,40,>50K,True,False,False,False,False,False,True,True
60,10,40,<=50K,False,False,True,False,False,False,True,False
32,9,40,<=50K,False,False,True,False,False,False,True,False
46,9,40,>50K,False,False,False,False,False,False,True,True
66,9,40,<=50K,False,False,False,False,False,False,True,False
37,13,30,>50K,False,False,False,True,False,False,False,False
34,10,44,<=50K,False,False,True,False,False,False,True,True
45,13,46,<=50K,False,False,True,False,False,False,True,True
35,7,40,<=50K,False,False,False,False,False,False,True,True
51,10,40,>50K,True,False,False,False,True,False,False,True
36,10,40,>50K,True,False,False,False,False,False,True,True
25,9,40,<=50K,True,False,True,False,True,False,False,True
51,9,38,<=50K,False,False,True,False,False,False,True,False
25,10,40,<=50K,False,True,True,False,False,False,True,True
19,9,45,<=50K,False,False,True,False,False,False,True,True
47,10,45,<=50K,False,False,False,False,False,False,True,True
59,9,40,<=50K,True,False,True,False,True,False,False,False
34,13,40,>50K,False,False,False,False,False,False,True,True
40,10,60,<=50K,False,False,True,False,False,False,True,False
42,9,45,<=50K,False,False,True,False,False,False,True,True
37,14,60,>50K,False,False,False,False,False,False,True,True
51,12,38,>50K,False,True,False,False,False,False,True,True
25,9,36,<=50K,False,False,True,False,False,False,True,True
31,9,40,>50K,True,False,False,False,False,False,True,False
37,9,44,>50K,False,False,False,False,False,False,True,True
42,12,45,>50K,False,False,False,False,False,False,True,True
38,10,50,<=50K,False,False,True,False,False,False,True,True
51,13,47,>50K,False,False,False,False,False,False,True,True
49,10,40,>50K,False,False,False,False,False,False,True,True
26,13,16,<=50K,False,False,True,True,False,False,False,True
56,9,46,<=50K,True,False,True,False,False,False,True,False
52,10,45,>50K,False,False,False,False,False,False,True,True
61,14,4,<=50K,False,True,False,False,False,False,True,True
47,13,40,>50K,True,False,True,False,False,False,True,False
52,11,40,<=50K,False,False,False,False,False,False,True,True
30,9,40,<=50K,False,False,True,False,False,False,True,False
43,10,55,>50K,False,True,False,False,False,False,True,True
35,10,40,<=50K,False,False,False,True,False,False,False,True
42,9,40,>50K,False,False,False,False,False,False,True,True
26,10,35,<=50K,False,False,False,False,True,False,False,False
58,9,40,<=50K,True,False,False,False,False,False,True,True
66,10,40,>50K,False,False,False,False,False,False,True,True
30,9,60,>50K,False,False,False,False,False,False,True,True
46,10,40,<=50K,False,False,True,False,False,False,True,False
45,10,35,>50K,False,False,False,False,False,False,True,False
57,9,40,<=50K,False,False,True,False,False,False,True,False
25,13,40,<=50K,False,False,True,False,False,False,True,True
21,10,10,<=50K,True,False,True,False,False,False,True,False
37,9,55,<=50K,False,False,True,False,False,False,True,True
45,14,30,<=50K,True,False,True,False,False,False,True,False
39,9,40,<=50K,False,False,True,False,False,False,True,True
42,9,53,<=50K,False,False,False,False,False,False,True,False
20,9,40,<=50K,False,False,True,False,False,False,True,False
23,9,16,<=50K,False,False,True,False,True,False,False,True
25,13,40,<=50K,False,False,True,False,False,False,True,True
47,3,40,<=50K,False,False,True,False,False,False,True,False
24,9,45,<=50K,False,False,True,False,False,False,True,True
35,9,70,<=50K,False,False,True,False,False,False,True,True
44,9,38,>50K,True,False,False,False,True,False,False,False
47,10,50,<=50K,True,False,False,False,False,False,True,True
28,7,40,<=50K,True,False,True,True,False,False,False,False
41,14,60,<=50K,True,False,True,False,False,False,True,False
31,9,40,<=50K,False,False,True,False,False,False,True,False
27,14,25,<=50K,False,False,True,False,False,False,True,False
47,11,40,<=50K,False,False,False,False,False,False,True,True
44,9,40,<=50K,False,False,True,True,False,False,False,False
61,10,40,<=50K,False,False,True,False,False,False,True,False
42,10,40,<=50K,True,False,True,False,False,False,True,False
46,9,28,<=50K,False,False,True,False,False,False,True,False
46,13,50,>50K,False,False,False,False,False,False,True,True
54,14,38,<=50K,True,False,False,False,False,False,True,False
49,9,40,<=50K,False,False,False,False,False,False,True,True
56,10,40,<=50K,True,False,False,False,False,False,True,False
52,14,40,<=50K,False,False,True,False,False,False,True,False
34,9,40,<=50K,False,False,False,False,False,False,True,True
25,9,40,<=50K,False,True,False,False,False,False,True,True
18,7,40,<=50K,False,False,True,False,False,False,True,False
58,9,40,<=50K,False,False,False,False,False,False,True,True
