age,education,hours-per-week,workclass_Public,workclass_Self-emp,marital-status_Single,race_Asian,race_Black,race_Hispanic,race_White,sex_Male,income_>50K
38,10,40,False,False,True,False,False,False,True,True,False
32,13,40,False,False,False,False,False,False,True,True,False
30,8,75,False,True,False,False,False,False,True,True,False
41,11,40,False,False,True,False,False,False,True,False,False
49,14,40,True,False,False,False,False,False,True,True,True
45,9,47,False,False,False,False,False,False,True,True,True
43,9,35,False,True,False,False,False,False,True,True,False
61,9,40,False,False,False,False,False,False,True,True,False
54,9,32,False,False,False,False,False,False,True,True,False
34,12,40,False,False,True,False,False,False,True,False,False
49,10,80,False,False,False,False,False,False,True,True,True
38,10,40,False,False,True,False,False,False,True,True,False
38,15,80,False,False,False,False,False,False,True,True,True
36,8,40,False,False,False,False,False,False,True,True,False
30,13,50,False,False,False,False,False,False,True,True,False
36,12,60,False,False,True,False,False,False,True,False,False
22,13,20,True,False,True,False,False,False,True,False,False
38,9,40,False,False,False,False,False,False,True,True,True
37,9,50,False,False,False,False,False,False,True,True,True
48,16,46,True,False,False,False,False,False,True,False,True
17,7,15,False,False,True,False,False,False,True,True,False
19,10,20,False,True,True,False,False,False,True,True,False
27,13,40,False,False,True,False,True,False,False,False,False
22,13,50,False,False,True,True,False,False,False,True,False
49,9,40,False,False,False,False,False,False,True,True,False
43,11,40,True,False,False,False,False,False,True,False,True
43,13,40,False,False,True,False,False,False,True,False,False
19,9,35,True,False,True,False,False,False,True,False,False
58,9,60,False,True,False,False,False,False,True,True,False
41,10,40,True,False,False,False,False,False,True,True,True
31,10,40,False,False,False,False,False,False,True,True,False
30,11,40,False,False,False,False,False,False,True,True,False
32,9,40,False,False,False,False,False,False,True,True,False
29,13,35,False,False,True,False,False,False,True,True,False
42,10,52,False,False,False,False,False,False,True,True,True
38,9,28,False,False,True,False,False,False,True,True,False
41,12,40,True,False,False,False,False,False,True,True,True
44,13,50,False,True,True,False,False,False,True,True,True
31,16,60,False,False,False,True,False,False,False,True,False
34,9,40,False,False,True,False,False,False,True,True,False
21,10,40,False,False,True,False,False,False,True,True,False
22,13,20,False,True,True,True,False,False,False,True,False
62,6,40,False,False,False,False,False,False,True,True,False
29,9,25,False,True,False,False,False,False,True,False,True
43,10,40,False,False,True,False,False,False,True,False,False
45,13,60,False,True,False,False,False,False,True,True,True
39,5,40,False,True,False,False,False,False,True,True,False
41,13,50,False,False,False,False,True,False,False,True,False
34,12,25,False,True,False,False,False,False,True,False,True
34,9,33,True,False,True,False,False,False,True,False,False
31,13,47,False,False,True,False,False,False,True,True,False
29,9,25,False,False,True,False,False,False,True,True,False
41,13,40,False,False,False,False,False,False,True,True,True
41,11,55,False,False,False,False,False,False,True,True,False
35,14,45,False,True,False,False,False,False,True,True,True
33,13,45,False,False,False,False,False,False,True,False,True
37,13,38,True,False,True,False,False,False,True,True,False
69,9,40,False,False,False,False,False,False,True,False,False
34,9,40,False,False,True,False,False,False,True,False,False
60,11,70,False,True,False,False,False,False,True,True,True
36,10,40,False,False,False,False,False,False,True,True,False
41,9,50,False,False,False,False,False,False,True,True,False
58,13,40,True,False,False,False,False,False,True,False,True
53,13,40,False,False,False,True,False,False,False,True,False
29,10,40,False,False,False,False,False,False,True,True,False
45,9,40,True,False,True,False,False,False,True,False,False
34,10,38,True,False,False,False,False,False,True,True,False
36,13,40,False,False,False,False,False,False,True,True,False
48,10,35,False,False,True,False,True,False,False,False,False
20,11,40,False,False,True,False,False,False,True,False,False
35,9,50,False,False,False,False,False,False,True,True,True
63,9,40,True,False,False,False,True,False,False,True,False
41,10,45,False,True,True,False,False,False,True,True,False
28,13,45,False,False,False,False,False,False,True,True,False
30,10,40,False,False,True,False,True,False,False,False,False
31,9,40,False,False,True,False,False,False,True,False,False
37,11,38,False,False,True,False,False,False,True,False,False
31,10,50,False,False,False,False,False,False,True,True,True
46,14,45,False,True,False,False,False,False,True,True,True
35,9,60,True,False,False,False,True,False,False,True,True
27,9,53,False,False,False,False,False,False,True,True,False
41,2,35,False,False,False,False,False,False,True,True,False
19,10,20,False,False,True,False,False,False,True,False,False
20,10,45,False,False,True,False,False,False,True,True,False
59,9,40,True,False,False,False,False,False,True,False,False
40,13,37,False,False,True,False,False,False,True,True,False
56,10,60,False,True,False,False,False,False,True,True,False
33,14,44,False,False,False,False,False,False,True,True,True
30,10,60,False,True,True,False,False,False,True,False,False
46,9,50,False,False,False,False,False,False,True,True,False
61,9,35,False,True,False,False,False,False,True,True,True
50,9,40,False,True,False,False,False,False,True,True,True
25,9,30,False,False,True,False,False,False,True,True,False
40,10,39,False,False,True,False,False,False,True,False,False
51,9,54,False,False,False,False,False,False,True,True,False
43,9,40,True,False,False,False,False,False,True,True,False
34,10,54,False,False,False,False,False,False,True,True,False
46,9,45,False,False,False,False,False,False,True,True,True
28,14,50,True,False,False,False,False,False,True,False,True
26,13,40,False,False,True,True,False,False,False,True,False
20,9,28,False,False,True,False,False,False,True,True,False
44,11,40,False,False,False,False,False,False,True,True,False
51,9,40,False,False,False,False,False,False,True,True,False
38,13,60,False,False,False,False,False,False,True,True,True
54,12,40,False,False,False,False,False,False,True,True,True
50,13,40,False,False,False,False,False,False,True,False,True
33,9,40,False,False,True,False,True,False,False,False,False
65,13,20,False,False,False,False,False,False,True,True,True
88,15,40,False,True,False,False,False,False,True,True,False
40,9,40,False,False,True,False,False,False,True,True,False
51,9,43,False,False,True,False,False,False,True,False,False
50,7,40,False,False,True,False,True,False,False,False,False
25,14,99,False,False,False,False,False,False,True,True,True
20,11,30,False,False,True,False,False,False,True,True,False
47,9,40,False,False,False,False,False,False,True,True,False
22,11,30,False,False,True,False,False,False,True,False,False
50,9,48,True,False,False,False,False,False,True,True,True
47,9,40,False,False,True,False,False,False,True,False,False
24,7,45,True,False,True,True,False,False,False,True,False
40,13,45,False,False,True,False,False,False,True,False,True
36,13,40,False,False,False,False,False,False,True,True,False
32,9,40,False,False,False,False,False,False,True,True,False
44,9,40,False,False,False,False,False,False,True,True,False
59,10,40,True,False,True,False,True,False,False,False,False
65,9,30,False,False,False,False,False,False,True,True,False
24,13,65,True,False,True,False,False,False,True,False,False
27,13,35,True,False,True,False,False,False,True,True,False
51,11,40,False,False,True,False,False,False,True,True,False
48,10,40,False,False,False,False,False,False,True,True,True
39,9,60,False,False,False,False,False,False,True,True,False
28,13,40,False,False,False,False,False,False,True,True,False
19,10,25,False,False,True,False,False,False,True,False,False
49,13,40,True,False,True,False,True,False,False,False,False
51,12,60,True,False,False,False,False,False,True,True,False
59,14,55,False,False,False,False,False,False,True,True,False
18,9,40,False,False,True,False,False,False,True,False,False
50,9,40,False,False,False,False,False,False,True,True,False
45,9,80,True,False,False,False,True,False,False,True,True
30,13,50,True,False,False,False,False,False,True,True,True
37,13,35,False,False,True,False,False,False,True,True,False
44,13,40,False,False,True,False,False,False,True,True,True
38,10,40,False,False,False,False,True,False,False,True,False
61,14,40,False,True,False,False,False,False,True,True,True
61,9,40,True,False,False,False,False,False,True,True,False
38,13,42,False,False,False,False,False,False,True,True,True
36,9,45,False,False,False,False,False,False,True,True,False
44,10,60,False,True,False,False,False,False,True,True,True
37,10,62,False,False,True,False,False,False,True,True,False
31,10,20,False,False,True,False,False,False,True,False,False
54,16,45,False,False,False,False,False,False,True,True,True
20,10,16,False,False,True,False,False,False,True,True,False
48,10,40,False,True,False,False,False,False,False,True,True
31,13,45,False,False,True,False,False,False,True,True,False
38,15,40,False,False,False,False,False,False,True,True,True
45,9,40,False,True,False,False,False,False,True,True,True
48,9,40,False,False,False,False,False,False,True,True,False
53,10,40,False,False,False,False,False,False,True,True,False
55,9,40,False,False,False,False,False,False,True,False,False
38,14,72,False,False,False,False,False,False,True,True,True
29,9,40,False,False,True,False,False,False,True,False,False
36,13,60,False,False,False,False,False,False,True,True,True
42,10,60,False,True,False,False,False,False,True,True,False
50,9,40,False,False,True,False,False,False,True,False,False
75,15,35,False,True,False,False,False,False,True,True,False
46,13,40,False,False,False,False,False,False,True,True,True
52,9,40,True,False,True,False,False,False,True,False,False
27,13,40,False,False,True,False,False,False,True,False,False
43,9,45,False,False,False,False,False,False,True,True,False
31,7,42,False,False,True,False,True,False,False,False,False
23,10,30,False,False,True,False,False,False,True,False,False
34,9,24,False,False,True,False,False,False,True,False,False
41,9,40,False,True,False,False,False,False,True,False,False
31,9,30,False,False,True,False,False,False,True,False,False
42,10,40,False,False,True,False,False,False,True,False,False
35,14,45,False,False,True,False,False,False,True,True,True
55,9,25,False,False,True,False,False,False,True,False,False
36,9,40,True,False,False,False,False,False,True,False,False
65,9,59,False,True,False,False,False,False,True,True,True
38,10,12,True,False,True,False,False,False,True,True,False
62,10,20,False,False,False,False,False,False,True,False,False
54,15,60,False,True,False,False,False,False,True,True,True
49,9,40,False,False,True,False,False,False,True,True,False
34,9,40,False,False,False,False,False,False,True,False,False
32,9,40,False,False,True,False,False,False,True,False,False
51,14,50,False,True,False,False,False,False,True,True,True
48,10,60,False,True,False,False,False,False,True,True,False
30,9,40,False,False,False,False,False,False,True,True,False
52,9,43,True,False,True,False,False,False,True,False,False
28,10,40,False,True,True,False,False,False,True,True,False
29,9,40,False,False,False,True,False,False,False,True,False
38,13,50,False,False,True,False,False,False,True,False,False
57,9,50,False,False,False,False,False,False,True,True,True
43,13,40,True,False,False,False,False,False,True,True,True
37,10,40,True,False,True,False,False,False,True,True,False
30,9,40,False,False,False,False,False,False,True,True,False
38,9,48,False,False,False,False,False,False,True,True,True
73,9,37,False,False,False,False,False,False,True,False,False
22,10,35,False,True,True,False,False,False,True,True,False
31,9,45,False,False,True,False,False,False,True,False,False
38,13,40,False,False,False,False,False,False,True,True,True
50,10,35,False,True,False,False,False,False,True,True,False
37,10,37,False,False,False,False,False,False,True,True,False
44,13,40,True,False,True,False,False,False,True,True,False
47,13,45,False,False,True,False,True,False,False,False,False
27,10,40,False,False,False,False,False,False,True,True,False
28,12,80,False,False,True,False,False,False,True,False,False
25,9,40,False,False,True,False,True,False,False,False,False
20,10,40,False,False,True,False,False,False,True,False,False
51,13,40,True,False,False,False,False,False,True,True,True
46,13,40,False,False,False,False,False,False,True,True,True
67,13,7,False,False,False,False,False,False,True,True,True
47,9,35,False,False,False,False,False,False,True,True,False
42,9,40,False,False,False,False,False,False,True,True,False
52,9,50,False,False,True,False,False,False,True,True,False
42,12,40,True,False,True,True,False,False,False,False,True
21,10,10,False,False,True,False,True,False,False,True,False
50,9,40,False,False,False,False,False,False,True,False,True
46,10,40,False,False,False,False,False,False,True,True,False
47,13,50,False,True,False,False,False,False,True,True,True
57,6,40,False,False,False,False,False,False,True,True,False
37,13,45,False,False,True,False,False,False,True,True,False
50,9,40,False,False,False,False,False,False,True,True,False
63,2,30,False,True,False,False,False,False,True,False,False
39,9,65,False,False,False,False,False,False,True,True,False
46,14,35,False,False,False,False,True,False,False,True,False
36,9,40,False,False,False,False,False,False,True,True,False
26,3,50,False,False,False,False,False,False,True,True,False
21,10,57,False,False,True,False,False,False,True,True,False
41,12,40,False,False,False,False,False,False,True,True,False
44,10,40,True,False,True,False,True,False,False,True,False
22,9,40,False,False,False,False,False,False,True,True,False
29,10,60,True,False,True,False,True,False,False,True,False
29,9,40,False,False,True,False,True,False,False,False,False
58,10,40,False,True,False,False,False,False,True,False,True
38,15,50,False,True,False,False,False,False,True,True,False
30,11,48,False,False,False,False,False,False,True,True,False
37,13,43,False,False,False,False,False,False,True,True,True
29,11,40,False,False,True,False,False,False,True,True,False
26,3,40,False,False,True,False,False,False,True,False,False
43,9,45,False,False,False,False,False,False,True,True,False
49,9,40,False,False,False,False,False,False,True,False,True
45,13,40,True,False,False,False,False,False,True,True,False
28,13,40,False,False,True,False,False,False,True,False,False
51,9,40,False,False,True,False,False,False,True,False,False
32,10,50,False,False,False,False,False,False,True,True,True
24,9,40,False,False,True,False,False,False,True,False,False
35,16,40,False,False,False,False,False,False,True,True,True
41,13,40,True,False,False,False,False,False,True,True,True
48,13,45,False,False,False,False,False,False,True,True,True
61,9,35,True,False,False,False,False,False,True,False,False
20,10,30,False,False,True,False,False,False,True,True,False
27,9,50,False,False,True,False,False,False,True,True,True
55,10,24,False,False,False,False,False,False,True,True,True
39,9,40,False,False,False,False,False,False,True,True,True
47,9,40,False,False,False,False,False,False,True,True,False
52,9,40,False,False,False,True,False,False,False,False,True
24,9,20,False,False,True,False,True,False,False,False,False
29,7,40,False,False,True,False,True,False,False,False,False
25,9,40,False,False,True,False,False,False,True,True,False
20,10,40,False,False,True,False,False,False,True,False,False
23,9,35,False,False,True,False,True,False,False,True,False
57,15,60,False,False,False,False,False,False,True,True,False
51,11,40,False,False,False,False,False,False,True,True,True
33,10,16,False,False,True,False,False,False,True,False,False
39,13,40,False,False,True,False,False,False,True,True,False
40,9,40,False,False,False,False,False,False,True,True,True
71,13,16,False,False,True,False,False,False,True,False,False
38,10,40,True,False,False,False,False,False,True,True,False
28,15,40,True,False,True,False,False,False,True,True,False
57,14,40,False,False,False,False,False,False,True,False,False
47,10,40,False,False,True,False,False,False,True,True,False
59,9,40,True,False,True,False,False,False,True,True,False
26,9,40,False,False,True,False,False,True,False,True,False
35,13,40,False,False,True,False,False,False,True,False,False
61,13,50,False,True,False,False,False,False,True,True,True
36,13,60,False,False,False,True,False,False,False,True,True
34,10,50,False,False,True,False,False,False,True,True,True
32,13,50,False,True,False,False,False,False,True,True,True
42,9,40,False,False,True,False,False,False,True,False,False
39,10,40,False,False,False,False,False,False,True,True,False
58,3,40,False,False,True,False,True,False,False,True,False
61,9,60,False,True,False,False,False,False,True,True,True
40,6,55,False,False,True,False,True,False,False,True,False
31,13,37,False,False,True,False,False,False,True,True,False
36,9,50,False,False,True,False,False,False,True,True,False
23,10,40,False,False,True,False,False,False,True,True,False
33,9,41,False,False,True,False,False,False,True,True,False
52,9,40,False,False,False,False,False,False,True,True,True
22,9,24,False,False,True,False,False,False,True,False,False
51,10,40,False,False,True,False,False,False,True,False,False
31,11,40,True,False,True,False,False,False,True,False,False
49,9,40,False,True,True,False,False,False,True,False,False
49,9,40,False,False,False,False,True,False,False,False,False
53,10,40,True,False,False,False,True,False,False,False,False
52,9,40,False,False,False,True,False,False,False,True,True
20,6,40,False,False,True,False,False,False,True,True,False
26,12,40,False,False,True,False,True,False,False,True,False
43,14,30,False,False,True,False,False,False,True,False,False
46,13,52,False,True,False,False,False,False,True,True,False
43,11,35,True,False,True,False,False,False,True,False,False
41,9,40,False,False,True,False,True,False,False,False,False
44,9,55,False,True,False,False,False,False,True,True,False
54,9,40,False,False,False,False,False,False,True,True,False
65,14,40,False,False,False,False,False,False,True,True,True
32,13,40,False,False,True,False,False,False,True,False,False
25,10,40,False,False,True,False,False,False,True,True,False
23,13,50,False,False,True,False,False,False,True,True,False
25,13,45,True,False,True,False,False,False,True,True,False
19,10,50,False,False,True,False,False,False,True,True,False
37,9,60,False,True,False,False,False,False,True,True,False
45,10,45,False,False,True,False,False,False,True,True,False
37,9,44,False,False,True,False,True,False,False,True,False
40,10,70,False,True,True,False,False,False,True,True,True
17,7,5,False,False,True,False,False,False,True,True,False
27,13,40,False,False,True,False,False,False,True,False,False
38,4,40,True,False,False,False,True,False,False,True,True
59,9,30,False,False,True,False,False,False,True,False,False
19,9,40,True,False,True,False,True,False,False,False,False
43,6,40,False,False,True,False,True,False,False,True,False
42,6,40,False,False,True,False,False,False,True,True,True
54,9,40,False,False,False,False,True,False,False,True,False
54,14,50,False,True,False,False,False,False,True,True,False
51,6,45,False,False,False,False,False,False,True,True,False
50,9,60,False,False,False,False,False,False,True,True,True
40,9,40,False,False,True,False,False,False,True,False,False
55,12,25,False,False,False,False,False,False,True,True,False
50,9,40,False,False,True,False,False,False,True,False,False
31,9,50,False,False,False,False,False,False,True,True,False
24,9,45,False,False,False,False,False,False,True,True,True
30,7,40,False,False,True,False,False,False,True,True,False
39,12,50,True,False,False,False,False,False,True,False,True
37,9,50,False,False,True,False,False,False,True,True,False
33,9,40,False,False,False,False,False,False,True,True,False
48,9,40,False,False,False,False,False,False,True,False,False
43,9,78,False,True,False,True,False,False,False,True,False
39,13,40,False,False,False,False,False,False,True,True,True
53,10,45,False,False,False,False,False,False,True,True,True
52,6,60,False,True,False,False,False,False,True,True,False
28,10,20,True,False,False,True,False,False,False,True,False
32,9,52,False,False,True,False,False,False,True,True,False
31,13,90,False,False,False,False,True,False,False,True,True
31,13,40,False,False,False,False,False,False,True,False,True
47,10,40,False,False,True,False,False,False,True,False,False
40,11,40,False,False,False,False,True,False,False,True,False
40,12,45,False,False,True,False,False,False,True,False,False
41,7,40,False,False,True,False,False,False,True,True,False
53,9,40,True,False,False,False,True,False,False,True,False
46,7,43,False,False,True,False,False,False,False,True,False
45,13,35,False,True,False,False,False,False,True,True,True
39,5,34,False,False,False,False,True,False,False,False,False
19,9,40,False,False,True,False,False,False,True,True,False
57,9,40,False,False,False,False,False,False,True,True,True
49,11,40,False,False,False,False,False,False,True,False,False
59,9,40,False,False,True,False,False,False,True,False,False
32,11,50,False,False,True,False,False,False,True,True,True
35,10,40,True,False,True,False,True,False,False,True,False
58,6,40,False,True,False,False,False,False,True,False,False
28,13,43,False,False,True,False,False,False,True,True,False
36,12,40,True,False,False,False,False,False,True,False,True
41,14,35,False,True,True,False,False,False,True,False,False
47,9,40,False,False,False,False,False,False,True,True,True
50,9,60,False,True,False,False,False,False,True,True,False
36,9,50,False,False,False,False,False,False,True,True,True
38,11,40,False,False,True,False,False,False,True,True,False
56,9,60,False,True,False,False,False,False,True,True,True
50,11,45,False,False,False,False,False,False,True,True,False
45,10,40,False,True,False,False,False,False,True,True,False
44,9,66,False,True,False,False,False,False,True,True,False
51,10,45,False,False,False,False,False,False,True,True,True
44,10,50,False,True,False,False,False,False,True,True,True
25,9,50,False,False,True,False,False,False,True,True,False
60,7,40,False,False,False,False,True,False,False,True,False
49,14,50,False,True,False,False,False,False,True,True,True
38,9,60,False,False,False,False,True,False,False,True,True
56,9,38,False,False,False,False,True,False,False,False,False
25,9,45,False,False,True,False,False,False,True,True,False
22,10,40,False,False,True,False,False,False,True,True,False
41,15,60,False,True,False,False,False,False,True,True,True
48,9,40,False,True,False,False,False,False,True,True,True
46,6,40,False,False,True,False,True,False,False,True,False
30,10,40,False,False,True,False,False,False,True,True,True
39,9,40,False,False,False,False,False,False,True,True,True
40,6,40,False,False,True,False,False,False,False,True,False
70,9,40,True,False,False,False,True,False,False,True,False
35,10,45,False,False,False,False,False,False,True,True,False
49,14,75,False,False,True,False,False,False,True,False,False
24,11,60,False,False,True,False,False,False,True,True,False
40,12,36,False,False,False,False,False,False,True,True,True
61,15,5,False,False,False,False,False,False,True,True,True
25,13,40,False,False,True,True,False,False,False,True,False
28,13,40,True,False,True,False,False,False,True,False,False
69,14,11,True,False,False,False,False,False,True,True,False
22,10,36,False,False,True,False,False,False,True,False,False
47,9,38,False,False,False,False,False,False,True,True,False
38,9,48,False,False,True,False,False,False,True,False,False
26,11,40,False,False,True,False,False,False,True,False,False
17,7,24,False,False,True,True,False,False,False,False,False
33,10,35,False,True,True,False,False,False,True,True,False
43,9,40,False,True,False,False,False,False,True,True,False
58,11,40,False,False,False,False,False,False,True,True,True
53,9,40,False,True,False,False,False,False,True,True,True
26,9,25,False,False,True,False,False,False,True,True,False
43,13,40,True,False,False,False,True,False,False,True,True
31,6,40,False,False,False,False,False,False,True,True,False
30,9,42,False,False,True,False,False,False,True,True,False
25,9,25,False,False,True,False,False,False,True,False,False
57,9,40,True,False,True,False,False,False,True,False,False
37,14,60,False,False,True,False,False,False,True,True,True
32,10,48,False,False,False,False,False,False,True,True,False
26,9,41,False,False,True,False,False,False,True,False,False
45,9,40,False,False,False,False,False,False,True,True,True
53,9,35,True,False,False,False,False,False,True,True,True
27,9,40,False,False,True,False,False,False,False,True,False
28,7,50,False,True,False,False,False,False,True,True,True
32,7,43,False,False,True,False,False,False,True,True,True
35,13,65,False,False,True,False,False,False,True,False,False
36,10,55,False,True,False,False,False,False,True,True,True
19,10,40,False,False,True,False,False,False,True,True,False
37,13,80,False,True,False,False,False,False,True,True,True
49,10,45,False,False,True,False,False,False,True,True,False
20,10,45,False,False,True,False,False,False,True,True,False
64,13,55,False,True,False,False,False,False,True,True,True
32,12,42,False,False,False,False,False,False,True,True,False
58,9,40,True,False,False,False,False,False,True,True,False
42,9,50,False,False,False,False,False,False,True,True,False
20,10,14,False,False,True,False,True,False,False,False,False
42,10,40,True,False,False,False,True,False,False,True,False
25,10,40,False,False,False,False,True,False,False,True,False
30,11,65,False,True,False,False,False,False,True,True,True
37,13,35,False,True,False,False,False,False,True,True,True
66,11,50,False,True,False,False,False,False,True,True,False
59,13,40,False,True,False,False,False,False,True,True,True
44,13,40,False,False,True,True,False,False,False,True,False
46,9,58,False,False,False,False,False,False,True,True,True
59,13,30,False,False,False,False,False,False,True,False,False
25,13,40,False,False,True,False,False,False,True,True,False
17,5,9,True,False,True,False,True,False,False,True,False
47,13,40,True,False,False,False,False,False,True,True,False
47,5,40,True,False,True,False,False,False,True,False,False
30,10,40,False,False,True,False,False,False,True,False,False
20,10,40,False,False,True,False,False,False,True,False,False
26,13,55,True,False,True,False,False,False,True,True,False
20,10,15,False,False,True,False,True,False,False,True,False
33,9,40,False,False,True,False,False,False,True,True,False
48,9,40,False,False,False,False,False,False,True,True,False
52,13,50,False,False,False,False,False,False,True,True,True
38,9,12,False,False,True,False,False,False,True,False,False
47,9,40,False,False,False,False,True,False,False,True,False
40,6,40,False,False,False,False,False,False,True,True,True
48,14,40,False,False,True,False,False,False,True,False,True
49,6,42,False,False,False,False,True,False,False,True,True
50,10,40,False,False,True,False,False,False,True,False,False
30,12,40,False,False,True,False,False,False,True,False,False
34,10,40,False,False,False,False,False,False,True,True,False
43,9,40,False,False,False,False,False,False,True,True,False
22,6,40,False,False,False,False,False,False,True,False,False
35,9,40,False,False,True,False,True,False,False,True,False
26,9,30,True,False,True,False,False,False,True,False,False
62,15,70,False,False,False,False,False,False,True,True,False
39,9,40,True,False,True,False,False,False,True,True,False
59,10,40,True,False,False,False,False,False,True,True,False
27,13,40,False,False,False,False,False,False,True,True,False
17,6,30,False,False,True,False,False,False,True,True,False
38,13,40,False,False,False,False,False,False,True,True,False
41,10,50,False,False,False,False,False,False,True,True,True
27,6,40,False,False,True,False,False,False,True,False,False
23,9,40,False,False,True,False,False,False,True,False,False
17,6,24,False,False,True,False,False,False,True,True,False
56,4,40,False,False,True,False,False,False,True,False,False
24,10,40,False,False,True,False,False,False,True,False,False
62,16,40,False,False,False,False,False,False,True,True,True
44,8,40,False,False,True,False,True,False,False,True,False
23,13,30,False,False,True,False,False,False,True,True,False
41,9,50,False,True,True,False,False,False,True,True,False
25,9,65,False,False,True,False,False,False,True,True,False
21,10,8,False,False,True,False,True,False,False,False,False
18,8,6,False,False,True,False,False,False,True,True,False
45,10,40,False,False,False,False,False,False,True,True,False
51,4,40,False,False,False,False,False,False,True,True,False
42,9,40,True,False,True,False,True,False,False,False,False
47,10,35,False,False,True,False,True,False,False,False,False
29,10,40,False,False,False,False,False,False,True,True,False
33,7,40,False,False,True,False,True,False,False,True,False
43,13,40,True,False,False,False,False,False,True,True,False
44,12,40,False,False,False,False,False,False,True,True,True
24,10,30,False,False,True,False,False,False,True,True,False
19,10,40,False,False,True,False,False,False,True,True,False
52,11,40,False,False,False,False,False,False,True,True,False
38,9,52,False,True,True,False,False,False,True,True,False
24,10,50,True,False,True,False,False,False,True,True,False
32,13,50,True,False,True,False,False,False,True,True,False
26,9,50,False,False,False,False,False,False,True,True,True
31,13,40,False,False,True,True,False,False,False,True,False
29,13,50,False,False,False,False,False,False,True,True,False
39,9,40,False,False,True,False,False,False,True,True,True
48,9,50,False,True,False,False,False,False,True,True,False
40,10,45,False,False,False,False,False,False,True,True,True
51,10,45,False,False,True,False,False,False,True,True,False
28,9,40,False,True,True,False,False,False,True,True,False
22,9,20,False,False,True,False,False,False,True,False,False
23,13,40,False,False,True,False,False,False,True,False,False
65,10,16,False,False,False,False,False,False,True,True,False
26,13,40,True,False,False,False,False,False,True,True,False
55,14,50,False,False,False,False,False,False,True,True,True
38,13,10,False,True,False,False,False,False,True,True,False
33,9,60,False,False,True,False,False,False,True,True,True
33,9,60,True,False,False,False,False,False,True,False,False
37,13,40,False,False,True,False,True,False,False,False,False
19,7,60,False,False,True,False,False,False,True,True,False
24,13,50,False,False,True,False,False,False,True,True,False
30,7,45,False,False,False,False,False,False,True,True,False
57,9,50,True,False,True,False,False,False,True,False,False
22,10,20,True,False,True,False,False,False,True,False,False
57,9,40,False,False,False,False,True,False,False,True,True
46,9,40,True,False,False,False,False,False,True,True,False
67,9,35,False,False,False,False,False,False,True,True,False
47,9,40,False,False,True,False,False,False,True,True,False
39,6,40,False,False,False,False,False,False,True,True,False
50,10,40,False,False,True,True,False,False,False,True,False
58,8,52,False,True,True,False,False,False,True,False,False
36,12,30,False,False,False,False,False,False,True,False,True
45,14,36,False,False,False,False,False,False,True,True,True
54,9,40,False,False,False,False,False,False,True,True,True
26,13,30,False,False,True,False,False,False,True,True,False
60,9,40,False,False,False,False,False,False,True,True,True
46,15,60,False,False,False,False,False,False,True,True,True
26,10,35,False,False,False,False,False,False,True,False,False
32,7,40,False,False,True,False,False,False,True,True,False
38,9,40,True,False,False,False,False,False,True,True,False
48,10,70,False,True,False,False,False,False,True,True,True
44,9,45,False,True,False,False,False,False,True,True,True
37,9,40,False,False,True,True,False,False,False,False,False
44,10,40,False,False,False,False,False,False,True,True,False
31,9,35,False,False,True,False,False,True,False,False,False
61,15,35,False,True,False,False,False,False,True,True,True
51,9,40,False,False,False,False,False,False,True,True,False
52,13,60,False,False,False,False,False,False,True,False,True
45,9,40,False,False,False,False,False,False,True,False,False
39,7,70,False,False,False,False,False,False,True,True,False
67,9,24,True,False,True,False,False,False,True,False,False
40,12,40,True,False,False,False,False,False,True,True,True
27,3,35,False,False,True,False,False,False,True,True,False
37,2,40,False,False,False,False,False,False,True,True,False
57,10,50,False,False,False,False,False,False,True,True,True
27,6,40,False,False,True,False,False,False,True,False,False
38,9,48,False,False,True,False,False,False,True,False,False
34,13,60,False,True,False,False,False,False,True,True,True
54,9,50,False,False,False,False,False,False,True,True,True
52,9,38,False,False,True,False,True,False,False,False,False
42,13,45,False,False,False,False,False,False,True,True,True
48,14,40,False,False,False,False,False,False,True,True,True
65,14,35,True,False,False,False,False,False,True,True,True
55,15,10,False,True,False,False,False,False,True,False,False
71,9,20,False,True,False,False,False,False,True,False,True
33,10,40,False,False,False,False,True,False,False,True,False
30,9,40,False,False,False,False,False,False,True,True,False
35,13,55,False,False,False,False,False,False,True,True,True
59,6,40,False,False,True,False,True,False,False,False,False
19,10,20,False,False,True,False,False,False,True,True,False
38,5,30,False,True,False,False,False,False,True,True,False
26,9,40,False,True,True,False,False,False,True,True,False
34,9,40,True,False,False,False,False,False,True,True,False
41,9,40,False,False,False,False,True,False,False,True,True
44,13,50,False,False,False,False,False,False,True,True,True
47,9,48,False,False,False,False,False,False,True,True,False
18,10,16,False,False,True,False,False,False,True,True,False
55,6,18,False,True,False,False,False,False,True,True,False
49,9,40,True,False,False,False,False,False,True,True,False
44,13,40,False,False,False,False,False,False,True,True,True
43,13,40,False,False,True,False,False,False,True,True,False
62,4,40,False,False,False,False,False,False,True,True,False
44,9,40,False,False,False,False,True,False,False,True,False
50,10,60,False,True,False,False,False,False,True,True,True
35,7,45,False,False,True,False,False,False,True,True,False
52,9,40,False,False,False,False,False,False,True,True,False
46,15,60,False,False,False,False,False,False,True,True,True
44,12,40,False,False,False,False,False,False,True,True,True
43,10,50,False,False,True,False,False,False,True,True,False
51,4,40,False,False,False,False,False,False,True,True,False
20,10,20,False,False,True,False,False,False,True,True,False
